gene,abbr
ZDB-GENE-120123-29,unm_tft99
ZDB-GENE-070117-479,unm_tg18
ZDB-GENE-070117-353,unm_tg18b
ZDB-GENE-070117-212,unm_tg203b
ZDB-GENE-070117-452,unm_tg209f
ZDB-GENE-070117-129,unm_tg209z
ZDB-GENE-070117-223,unm_tg212
ZDB-GENE-070117-138,unm_tg225
ZDB-GENE-070117-194,unm_tg226
ZDB-GENE-070117-356,unm_tg229a
ZDB-GENE-070117-311,unm_tg229b
ZDB-GENE-070117-518,unm_tg22g
ZDB-GENE-070117-417,unm_tg239a
ZDB-GENE-070117-620,unm_tg248c
ZDB-GENE-070117-496,unm_tg254c
ZDB-GENE-070117-313,unm_tg279
ZDB-GENE-070117-548,unm_tg280d
ZDB-GENE-070117-553,unm_tg283c
ZDB-GENE-070117-361,unm_tg283d
ZDB-GENE-070117-1587,unm_tg290x
ZDB-GENE-070117-484,unm_tg292a
ZDB-GENE-070117-265,unm_tg292c
ZDB-GENE-070117-279,unm_tg310a
ZDB-GENE-070117-158,unm_tg414a
ZDB-GENE-070117-342,unm_tg415
ZDB-GENE-070117-594,unm_th05d
ZDB-GENE-070117-593,unm_th209g
ZDB-GENE-070117-153,unm_th220
ZDB-GENE-070117-485,unm_th240c
ZDB-GENE-070117-210,unm_th242b
ZDB-GENE-070117-200,unm_th242d
ZDB-GENE-070117-119,unm_th242f
ZDB-GENE-070117-495,unm_th269
ZDB-GENE-070117-196,unm_th276
ZDB-GENE-070117-189,unm_th279c
ZDB-GENE-070117-477,unm_th5d
ZDB-GENE-070117-555,unm_th9
ZDB-GENE-070117-596,unm_ti201
ZDB-GENE-070117-533,unm_ti201a
ZDB-GENE-070117-521,unm_ti205
ZDB-GENE-070117-229,unm_ti216c
ZDB-GENE-070117-645,unm_ti216d
ZDB-GENE-070117-1588,unm_ti230x
ZDB-GENE-070117-612,unm_ti236
ZDB-GENE-070117-630,unm_tj20a
ZDB-GENE-070117-332,unm_tj20c
ZDB-GENE-070117-339,unm_tj214
ZDB-GENE-070117-419,unm_tj218
ZDB-GENE-070117-617,unm_tj229g
ZDB-GENE-070117-152,unm_tj243
ZDB-GENE-070117-258,unm_tj250b
ZDB-GENE-070117-146,unm_tj254
ZDB-GENE-070117-413,unm_tj256
ZDB-GENE-070117-560,unm_tj266a
ZDB-GENE-070117-137,unm_tj266c
ZDB-GENE-070117-517,unm_tj2a
ZDB-GENE-070117-414,unm_tk215b
ZDB-GENE-070117-127,unm_tk219c
ZDB-GENE-070117-256,unm_tk234
ZDB-GENE-070117-297,unm_tk242
ZDB-GENE-070117-411,unm_tk252
ZDB-GENE-070117-172,unm_tk254b
ZDB-GENE-070117-1589,unm_tk258b
ZDB-GENE-070117-253,unm_tk259
ZDB-GENE-070117-259,unm_tk263
ZDB-GENE-070117-149,unm_tk34b
ZDB-GENE-070117-314,unm_tk48z
ZDB-GENE-070117-638,unm_tk50z
ZDB-GENE-070117-393,unm_tk56f
ZDB-GENE-110410-1,unm_tku3
ZDB-GENE-070117-215,unm_tl17a
ZDB-GENE-070117-525,unm_tl17e
ZDB-GENE-070117-347,unm_tl205
ZDB-GENE-070117-316,unm_tl226b
ZDB-GENE-070117-1590,unm_tl236x
ZDB-GENE-070117-325,unm_tl243
ZDB-GENE-070117-307,unm_tl27
ZDB-GENE-070117-462,unm_tl43f
ZDB-GENE-070117-180,unm_tl55
ZDB-GENE-070117-547,unm_tm102e
ZDB-GENE-070117-610,unm_tm105
ZDB-GENE-070117-511,unm_tm107
ZDB-GENE-070117-357,unm_tm109
ZDB-GENE-070117-128,unm_tm110a
ZDB-GENE-070117-364,unm_tm126
ZDB-GENE-070117-501,unm_tm130e
ZDB-GENE-070117-1591,unm_tm130g
ZDB-GENE-070117-302,unm_tm136
ZDB-GENE-070117-523,unm_tm143c
ZDB-GENE-070117-493,unm_tm147z
ZDB-GENE-070117-299,unm_tm15
ZDB-GENE-070117-401,unm_tm18c
ZDB-GENE-070117-438,unm_tm243b
ZDB-GENE-070117-160,unm_tm267b
ZDB-GENE-070117-186,unm_tm271b
ZDB-GENE-070117-213,unm_tm276d
ZDB-GENE-070117-185,unm_tm276y
ZDB-GENE-070117-281,unm_tm28
ZDB-GENE-070117-327,unm_tm308
ZDB-GENE-070117-190,unm_tm339
ZDB-GENE-070117-154,unm_tm340
ZDB-GENE-070117-396,unm_tm42d
ZDB-GENE-070117-148,unm_tm42e
ZDB-GENE-070117-534,unm_tm42f
ZDB-GENE-070117-245,unm_tm43
ZDB-GENE-070117-272,unm_tm46b
ZDB-GENE-070117-250,unm_tm46z
ZDB-GENE-070117-284,unm_tm57b
ZDB-GENE-070117-337,unm_tm70d
ZDB-GENE-070117-628,unm_tm70f
ZDB-GENE-070117-362,unm_tm78
ZDB-GENE-070117-193,unm_tm79c
ZDB-GENE-070117-503,unm_tm81
ZDB-GENE-070117-601,unm_tm83c
ZDB-GENE-070117-420,unm_tm88e
ZDB-GENE-070117-321,unm_tm90d
ZDB-GENE-070117-627,unm_tm96
ZDB-GENE-070117-131,unm_tm97c
ZDB-GENE-070117-559,unm_tm97d
ZDB-GENE-070117-255,unm_tm9d
ZDB-GENE-070117-328,unm_tn14
ZDB-GENE-070117-487,unm_tn15
ZDB-GENE-070117-508,unm_tn17
ZDB-GENE-070117-433,unm_tn20b
ZDB-GENE-070117-463,unm_tn20c
ZDB-GENE-070117-432,unm_tn21
ZDB-GENE-070117-388,unm_tn218d
ZDB-GENE-070117-199,unm_tn222
ZDB-GENE-070117-406,unm_tn223
ZDB-GENE-070117-277,unm_to119e
ZDB-GENE-070117-355,unm_to15d
ZDB-GENE-070117-564,unm_to219
ZDB-GENE-070117-178,unm_to253
ZDB-GENE-070117-418,unm_to259b
ZDB-GENE-070117-549,unm_to273c
ZDB-GENE-070117-514,unm_to274
ZDB-GENE-070117-268,unm_to275a
ZDB-GENE-070117-631,unm_to275b
ZDB-GENE-070117-331,unm_to2a
ZDB-GENE-070117-481,unm_to2d
ZDB-GENE-070117-595,unm_to52a
ZDB-GENE-070117-625,unm_to79b
ZDB-GENE-070117-136,unm_tp202
ZDB-GENE-070117-562,unm_tp219e
ZDB-GENE-070117-216,unm_tp230
ZDB-GENE-070117-424,unm_tp32
ZDB-GENE-070117-567,unm_tp46
ZDB-GENE-070117-226,unm_tp65
ZDB-GENE-070117-170,unm_tp71e
ZDB-GENE-070117-239,unm_tp72e
ZDB-GENE-070117-139,unm_tp94g
ZDB-GENE-200722-1,unm_tpu3
ZDB-GENE-070117-254,unm_tq1
ZDB-GENE-070117-445,unm_tq221a
ZDB-GENE-070117-161,unm_tq221b
ZDB-GENE-070117-204,unm_tq235b
ZDB-GENE-070117-187,unm_tq253g
ZDB-GENE-070117-221,unm_tq254
ZDB-GENE-070117-490,unm_tq262a
ZDB-GENE-070117-179,unm_tq289b
ZDB-GENE-070117-219,unm_tr206c
ZDB-GENE-070117-468,unm_tr206d
ZDB-GENE-070117-436,unm_ts206
ZDB-GENE-070117-367,unm_ts236
ZDB-GENE-070117-349,unm_ts242c
ZDB-GENE-070117-289,unm_ts276c
ZDB-GENE-070117-583,unm_ts276f
ZDB-GENE-070117-1592,unm_ts292x
ZDB-GENE-070117-164,unm_ts294b
ZDB-GENE-070117-123,unm_ts294d
ZDB-GENE-070117-309,unm_ts299a
ZDB-GENE-070117-461,unm_ts37
ZDB-GENE-070117-290,unm_ts40
ZDB-GENE-070117-410,unm_tt209a
ZDB-GENE-070117-472,unm_tt209c
ZDB-GENE-070117-527,unm_tt215
ZDB-GENE-070117-267,unm_tt227c
ZDB-GENE-070117-619,unm_tt227d
ZDB-GENE-070117-535,unm_tt249
ZDB-GENE-070117-341,unm_tt254b
ZDB-GENE-070117-453,unm_tt262z
ZDB-GENE-070117-576,unm_tt271
ZDB-GENE-070117-637,unm_tt279a
ZDB-GENE-070117-167,unm_tt279c
ZDB-GENE-070117-1593,unm_tu12x
ZDB-GENE-070117-330,unm_tu13
ZDB-GENE-070117-580,unm_tu202
ZDB-GENE-070117-524,unm_tu205
ZDB-GENE-070117-498,unm_tu227
ZDB-GENE-070117-181,unm_tu228c
ZDB-GENE-070117-372,unm_tu235b
ZDB-GENE-070117-274,unm_tu238
ZDB-GENE-070117-288,unm_tu242d
ZDB-GENE-070117-450,unm_tu254
ZDB-GENE-070117-405,unm_tu259
ZDB-GENE-070117-285,unm_tu274a
ZDB-GENE-070117-368,unm_tu274b
ZDB-GENE-070117-363,unm_tu33
ZDB-GENE-070117-607,unm_tu46
ZDB-GENE-070117-589,unm_tv201
ZDB-GENE-070117-1594,unm_tv205x
ZDB-GENE-070117-494,unm_tv214a
ZDB-GENE-070117-486,unm_tv42b
ZDB-GENE-070117-412,unm_tv49a
ZDB-GENE-070117-543,unm_tv53
ZDB-GENE-070117-483,unm_tv56
ZDB-GENE-070117-340,unm_tv59z
ZDB-GENE-070117-565,unm_tv60c
ZDB-GENE-070117-428,unm_tw17a
ZDB-GENE-070117-326,unm_tw17b
ZDB-GENE-070117-389,unm_tw202
ZDB-GENE-070117-236,unm_tw212c
ZDB-GENE-070117-577,unm_tw212e
ZDB-GENE-070117-572,unm_tw216
ZDB-GENE-070117-457,unm_tw220b
ZDB-GENE-070117-266,unm_tw222
ZDB-GENE-070117-145,unm_tw29b
ZDB-GENE-070117-243,unm_tw3a
ZDB-GENE-070117-261,unm_tw3z
ZDB-GENE-070117-377,unm_tw4
ZDB-GENE-070117-444,unm_tx216
ZDB-GENE-070117-478,unm_tx224
ZDB-GENE-070117-529,unm_tx238c
ZDB-GENE-070117-431,unm_tx238f
ZDB-GENE-070117-492,unm_tx239
ZDB-GENE-070117-623,unm_ty103a
ZDB-GENE-070117-584,unm_ty105g
ZDB-GENE-070117-488,unm_ty118a
ZDB-GENE-070117-615,unm_ty17b
ZDB-GENE-070117-392,unm_ty17e
ZDB-GENE-070117-247,unm_ty19a
ZDB-GENE-070117-222,unm_ty19b
ZDB-GENE-070117-324,unm_ty202
ZDB-GENE-070117-513,unm_ty204
ZDB-GENE-070117-174,unm_ty224
ZDB-GENE-070117-208,unm_ty22e
ZDB-GENE-070117-574,unm_ty236b
ZDB-GENE-070117-532,unm_ty31y
ZDB-GENE-070117-132,unm_ty40
ZDB-GENE-070117-294,unm_ty5
ZDB-GENE-070117-1595,unm_ty54x
ZDB-GENE-070117-1596,unm_ty5x
ZDB-GENE-070117-582,unm_ty6z
ZDB-GENE-070117-571,unm_ty77f
ZDB-GENE-070117-176,unm_ty77z
ZDB-GENE-070117-286,unm_ty7c
ZDB-GENE-070117-614,unm_ty85a
ZDB-GENE-070117-214,unm_ty85e
ZDB-GENE-070117-1597,unm_ty85x
ZDB-GENE-070117-456,unm_tz214a
ZDB-GENE-070117-475,unm_tz224
ZDB-GENE-070117-244,unm_tz227c
ZDB-GENE-070117-366,unm_tz249
ZDB-GENE-070117-561,unm_tz262b
ZDB-GENE-070117-399,unm_tz272
ZDB-GENE-070117-467,unm_tz284
ZDB-GENE-070117-359,unm_tz294
ZDB-GENE-070117-603,unm_tz298
ZDB-GENE-070117-155,unm_tz309
ZDB-GENE-070117-774,unm_wi513
ZDB-GENE-170928-4,unm_ws0069tg
ZDB-GENE-170928-5,unm_ws01962tg
ZDB-GENE-170928-1,unm_ws1342tg
ZDB-GENE-170928-6,unm_ws21322tg
ZDB-GENE-170928-2,unm_ws26081tg
ZDB-GENE-170928-3,unm_ws26082tg
ZDB-GENE-140227-1,unm_xu0413
ZDB-GENE-140227-2,unm_xu0423
ZDB-GENE-140506-1,unm_zd1001
ZDB-GENE-140506-2,unm_zd1002
ZDB-GENE-140506-3,unm_zd1003
ZDB-GENE-140506-4,unm_zd1004
ZDB-GENE-200721-1,unm_zf3095
ZDB-GENE-160818-1,unm_zf627
ZDB-GENE-160818-2,unm_zf628
ZDB-GENE-160818-3,unm_zf629
ZDB-GENE-160818-4,unm_zf630
ZDB-GENE-160818-5,unm_zf631
ZDB-GENE-160818-6,unm_zf632
ZDB-GENE-160818-8,unm_zf634
ZDB-GENE-160818-9,unm_zf635
ZDB-GENE-160818-10,unm_zf636
ZDB-GENE-171115-24,unm_zko1044b
ZDB-GENE-171115-25,unm_zko1045a
ZDB-GENE-171115-26,unm_zko1069b
ZDB-GENE-171115-27,unm_zko1085a
ZDB-GENE-171115-28,unm_zko1085b
ZDB-GENE-171115-29,unm_zko1130a
ZDB-GENE-171115-30,unm_zko1155a
ZDB-GENE-171115-31,unm_zko1155b
ZDB-GENE-171115-32,unm_zko1156a
ZDB-GENE-171115-33,unm_zko1156b
ZDB-GENE-171115-34,unm_zko1162a
ZDB-GENE-171115-35,unm_zko1167a
ZDB-GENE-171115-36,unm_zko1169a
ZDB-GENE-171115-37,unm_zko1169b
ZDB-GENE-171115-38,unm_zko1170a
ZDB-GENE-171115-39,unm_zko1171b
ZDB-GENE-171115-40,unm_zko1173a
ZDB-GENE-171115-41,unm_zko1173b
ZDB-GENE-171115-42,unm_zko1175a
ZDB-GENE-171115-43,unm_zko1175b
ZDB-GENE-171115-10,unm_zko130a
ZDB-GENE-171115-11,unm_zko243a
ZDB-GENE-171115-12,unm_zko279a
ZDB-GENE-171115-13,unm_zko279b
ZDB-GENE-171115-1,unm_zko27a
ZDB-GENE-171115-2,unm_zko27b
ZDB-GENE-171115-14,unm_zko387a
ZDB-GENE-171115-3,unm_zko45a
ZDB-GENE-171115-4,unm_zko45b
ZDB-GENE-171115-5,unm_zko46a
ZDB-GENE-171115-6,unm_zko46b
ZDB-GENE-171115-15,unm_zko485a
ZDB-GENE-171115-16,unm_zko490a
ZDB-GENE-171115-17,unm_zko490b
ZDB-GENE-171115-7,unm_zko54a
ZDB-GENE-171115-18,unm_zko598a
ZDB-GENE-171115-19,unm_zko616b
ZDB-GENE-171115-21,unm_zko737b
ZDB-GENE-171115-8,unm_zko84a
ZDB-GENE-171115-9,unm_zko85a
ZDB-GENE-171115-22,unm_zko913a
ZDB-GENE-171115-23,unm_zko991a
ZDB-GENE-070117-2450,uns
ZDB-GENE-030826-24,uox
ZDB-GENE-030131-1380,upb1
ZDB-GENE-040426-2836,upf1
ZDB-GENE-090715-1,upf2
ZDB-GENE-060721-2,upf3a
ZDB-GENE-040426-1630,upf3b
ZDB-GENE-060421-2603,upk1a
ZDB-GENE-081022-167,upk2
ZDB-GENE-060526-348,upk3b
ZDB-GENE-050306-2,upp1
ZDB-GENE-040426-830,upp2
ZDB-GENE-040426-2411,uprt
ZDB-GENE-060929-1034,uqcc1
ZDB-GENE-040426-1726,uqcc2
ZDB-GENE-030131-8451,uqcc3
ZDB-GENE-141216-156,uqcc4
ZDB-GENE-170130-1,uqcc5
ZDB-GENE-100427-3,uqcc6
ZDB-GENE-170406-3,uqcr10
ZDB-GENE-050522-542,uqcrb
ZDB-GENE-040426-1792,uqcrc1
ZDB-GENE-040718-405,uqcrc2a
ZDB-GENE-030131-1269,uqcrc2b
ZDB-GENE-040426-2060,uqcrfs1
ZDB-GENE-051030-93,uqcrh
ZDB-GENE-040718-199,uqcrq
ZDB-GENE-070112-472,urad
ZDB-GENE-060825-253,uraha
ZDB-GENE-161215-1,urahb
ZDB-GENE-030131-5181,urb1
ZDB-GENE-030131-2621,urb2
ZDB-GENE-120215-160,urgcp
ZDB-GENE-050913-30,uri1
ZDB-GENE-091204-300,urm1
ZDB-GENE-081022-148,uroc1
ZDB-GENE-000208-18,urod
ZDB-GENE-040323-2,uros
ZDB-GENE-070117-700,urp
ZDB-GENE-100922-138,urp1
ZDB-GENE-110718-3,urp2
ZDB-GENE-040801-197,usb1
ZDB-GENE-040426-1015,use1
ZDB-GENE-040426-1072,usf1
ZDB-GENE-040426-2269,usf1l
ZDB-GENE-030131-8475,usf2
ZDB-GENE-111109-1,usf3
ZDB-GENE-060312-41,ush1c
ZDB-GENE-131120-173,ush1ga
ZDB-GENE-110411-55,ush1gb
ZDB-GENE-060503-794,ush2a
ZDB-GENE-121024-2,ushbp1
ZDB-GENE-040426-688,uso1
ZDB-GENE-030131-726,usp1
ZDB-GENE-030219-132,usp10
ZDB-GENE-081104-421,usp11
ZDB-GENE-060228-3,usp12a
ZDB-GENE-100209-4,usp12b
ZDB-GENE-080724-7,usp13
ZDB-GENE-030131-7676,usp14
ZDB-GENE-100210-1,usp15
ZDB-GENE-030131-4153,usp16
ZDB-GENE-101007-6,usp16l
ZDB-GENE-100210-2,usp18
ZDB-GENE-030131-3055,usp19
ZDB-GENE-040426-1219,usp20
ZDB-GENE-100210-3,usp21
ZDB-GENE-060512-211,usp22
ZDB-GENE-030131-4356,usp24
ZDB-GENE-040426-2847,usp25
ZDB-GENE-041008-142,usp28
ZDB-GENE-041212-59,usp2a
ZDB-GENE-100208-2,usp2b
ZDB-GENE-030131-5142,usp3
ZDB-GENE-060526-335,usp30
ZDB-GENE-100210-4,usp31
ZDB-GENE-100210-5,usp32
ZDB-GENE-040426-2323,usp33
ZDB-GENE-100210-6,usp34
ZDB-GENE-030131-5450,usp36
ZDB-GENE-061013-802,usp37
ZDB-GENE-101007-2,usp38
ZDB-GENE-030131-966,usp39
ZDB-GENE-041008-187,usp4
ZDB-GENE-060518-5,usp40
ZDB-GENE-030131-5739,usp42
ZDB-GENE-100211-1,usp43a
ZDB-GENE-120524-2,usp43b
ZDB-GENE-040426-774,usp44
ZDB-GENE-100211-2,usp45
ZDB-GENE-070705-213,usp46
ZDB-GENE-070719-7,usp47
ZDB-GENE-050522-197,usp48
ZDB-GENE-050208-484,usp49
ZDB-GENE-040426-2584,usp5
ZDB-GENE-060524-1,usp53a
ZDB-GENE-090312-168,usp53b
ZDB-GENE-090828-2,usp54a
ZDB-GENE-090828-3,usp54b
ZDB-GENE-041210-192,usp6nl
ZDB-GENE-030131-3656,usp7
ZDB-GENE-030131-1949,usp8
ZDB-GENE-061019-1,usp9
ZDB-GENE-040930-7,uspl1
ZDB-GENE-041001-163,usta
ZDB-GENE-190110-2,ustb
ZDB-GENE-070117-794,uta
ZDB-GENE-030131-8093,utp11
ZDB-GENE-030131-3831,utp15
ZDB-GENE-060929-668,utp18
ZDB-GENE-080225-38,utp20
ZDB-GENE-050417-353,utp23
ZDB-GENE-021217-2,utp25
ZDB-GENE-040912-163,utp3
ZDB-GENE-040426-2466,utp4
ZDB-GENE-040426-769,utp6
ZDB-GENE-070228-6,utrn
ZDB-GENEP-070228-1,utrnp
ZDB-GENE-041014-348,uts1
ZDB-GENE-040630-11,uts2a
ZDB-GENE-040630-10,uts2b
ZDB-GENE-120530-1,uts2d
ZDB-GENE-190528-1,uts2r1
ZDB-GENE-220914-1,uts2r2
ZDB-GENE-100922-123,uts2r3
ZDB-GENE-120215-247,uts2r4
ZDB-GENE-131121-337,uts2r5
ZDB-GENE-230622-1,uts2rl
ZDB-GENE-071029-1,utxl2
ZDB-GENE-040426-924,uvrag
ZDB-GENE-091204-111,uvssa
ZDB-GENE-020419-37,uxs1
ZDB-GENE-040912-118,uxt
ZDB-GENEP-060403-2,v2ra10p
ZDB-GENEP-060403-3,v2ra11p
ZDB-GENE-060403-6,v2ra13
ZDB-GENE-060403-7,v2ra14
ZDB-GENE-060403-8,v2ra15
ZDB-GENE-060403-10,v2ra19
ZDB-GENEP-060403-1,v2ra8p
ZDB-GENE-060403-4,v2ra9
ZDB-GENE-060403-13,v2rb2
ZDB-GENE-061117-3,v2rb3
ZDB-GENEP-060404-1,v2rb3p
ZDB-GENE-060403-15,v2rb4
ZDB-GENEP-061121-1,v2re2p
ZDB-GENE-060404-1,v2rf1
ZDB-GENE-060404-2,v2rf2
ZDB-GENE-060411-18,v2rh15
ZDB-GENE-060411-19,v2rh16
ZDB-GENE-060411-20,v2rh17
ZDB-GENE-060404-10,v2rh18
ZDB-GENEP-060411-7,v2rh19p
ZDB-GENE-060404-4,v2rh2
ZDB-GENEP-060411-8,v2rh20p
ZDB-GENEP-060411-9,v2rh22p
ZDB-GENE-060410-1,v2rh23
ZDB-GENE-060410-2,v2rh24
ZDB-GENEP-050419-8,v2rh25p
ZDB-GENE-060411-1,v2rh26
ZDB-GENE-060411-2,v2rh27
ZDB-GENE-060411-3,v2rh28
ZDB-GENE-060411-4,v2rh29
ZDB-GENE-060404-7,v2rh3
ZDB-GENE-060411-5,v2rh30
ZDB-GENEP-060411-10,v2rh31p
ZDB-GENEP-060411-11,v2rh33p
ZDB-GENEP-060411-1,v2rh35p
ZDB-GENEP-060411-2,v2rh36p
ZDB-GENE-060411-6,v2rh37
ZDB-GENEP-060411-3,v2rh38p
ZDB-GENE-060411-7,v2rh39
ZDB-GENE-060404-8,v2rh4
ZDB-GENE-060404-9,v2rh5
ZDB-GENEP-060404-2,v2rh6p
ZDB-GENEP-060411-4,v2ri1p
ZDB-GENE-060411-12,v2rk2
ZDB-GENEP-060411-5,v2rx5p
ZDB-GENE-060411-15,v2rx8
ZDB-GENE-060411-16,v2rx9
ZDB-GENE-040912-82,vac14
ZDB-GENE-000427-4,valopa
ZDB-GENE-040724-41,valopb
ZDB-GENE-040426-2725,vamp1a
ZDB-GENE-040718-265,vamp1b
ZDB-GENE-030131-8225,vamp2
ZDB-GENE-040625-45,vamp3
ZDB-GENE-040625-92,vamp4
ZDB-GENE-030131-4209,vamp5
ZDB-GENE-030131-5215,vamp8
ZDB-GENE-070117-2451,van
ZDB-GENE-040621-2,vangl1
ZDB-GENE-020507-3,vangl2
ZDB-GENE-090313-42,vap
ZDB-GENE-030131-6540,vapa
ZDB-GENE-040718-281,vapal
ZDB-GENE-030131-2348,vapb
ZDB-GENE-010601-1,vars1
ZDB-GENE-060503-575,vars2
ZDB-GENE-111020-11,vash1
ZDB-GENE-041014-355,vash2
ZDB-GENE-110912-1,vasn2
ZDB-GENE-050522-43,vasna
ZDB-GENE-110714-1,vasnb
ZDB-GENE-070424-68,vaspa
ZDB-GENE-030131-7118,vaspb
ZDB-GENE-030616-178,vat1
ZDB-GENE-080204-21,vat1l
ZDB-GENE-091204-420,vav2
ZDB-GENE-091204-266,vav3a
ZDB-GENE-070912-251,vav3b
ZDB-GENE-030904-9,vax1
ZDB-GENE-030904-8,vax2
ZDB-GENE-050522-494,vbp1
ZDB-GENE-060503-172,vcam1a
ZDB-GENE-070209-238,vcam1b
ZDB-GENE-011023-1,vcana
ZDB-GENE-030131-2185,vcanb
ZDB-GENE-050506-61,vcla
ZDB-GENE-131017-1,vclb
ZDB-GENE-030131-5408,vcp
ZDB-GENE-070912-613,vcpip1
ZDB-GENE-060825-19,vcpkmt
ZDB-GENE-030131-6514,vdac1
ZDB-GENE-030131-845,vdac2
ZDB-GENE-040426-2380,vdac3
ZDB-GENE-120123-4,vdr
ZDB-GENE-000210-31,vdra
ZDB-GENE-080403-10,vdrb
ZDB-GENE-030813-1,ved
ZDB-GENE-070117-79,vedm
ZDB-GENE-990415-273,vegfaa
ZDB-GENE-030131-4605,vegfab
ZDB-GENE-120510-3,vegfba
ZDB-GENE-091204-285,vegfbb
ZDB-GENE-040303-4,vegfc
ZDB-GENE-070810-6,vegfd
ZDB-GENE-010108-2,vent
ZDB-GENE-041014-375,veph1
ZDB-GENE-040108-4,vezf1a
ZDB-GENE-060825-121,vezf1b
ZDB-GENE-070705-251,vezt
ZDB-GENE-121009-2,vgf
ZDB-GENE-080103-1,vgll1
ZDB-GENE-050913-38,vgll2a
ZDB-GENE-050809-113,vgll2b
ZDB-GENE-130530-600,vgll3
ZDB-GENE-100922-230,vgll4a
ZDB-GENE-040426-2445,vgll4b
ZDB-GENE-070112-1682,vgll4l
ZDB-GENE-070112-1042,vhl
ZDB-GENE-081022-78,vhll
ZDB-GENE-070117-92,vib
ZDB-GENE-070117-2452,vic
ZDB-GENE-070117-2453,vik
ZDB-GENE-040426-799,vil1
ZDB-GENE-081222-1,vill
ZDB-GENE-011212-3,vim
ZDB-GENE-040426-1743,viml
ZDB-GENE-130530-722,vimr1
ZDB-GENE-160113-76,vimr2
ZDB-GENE-080204-3,vip
ZDB-GENE-040520-1,vipas39
ZDB-GENE-080225-22,vipb
ZDB-GENE-070117-2454,viper
ZDB-GENE-070912-506,vipr1a
ZDB-GENE-050311-6,vipr1b
ZDB-GENE-010406-4,vipr2
ZDB-GENE-100922-238,virma
ZDB-GENE-070117-2455,vis
ZDB-GENE-050208-114,vit
ZDB-GENE-030131-2286,vkorc1
ZDB-GENE-050522-210,vkorc1l1
ZDB-GENE-040426-803,vldlr
ZDB-GENE-070117-885,vls
ZDB-GENE-081104-272,vma21
ZDB-GENE-100427-5,vmac
ZDB-GENE-050419-65,vmn2r1
ZDB-GENE-131121-600,vmo1a
ZDB-GENE-120215-131,vmo1b
ZDB-GENE-030131-8733,vmp1
ZDB-GENE-070117-540,vnk
ZDB-GENE-070117-2457,vol
ZDB-GENE-070912-476,vopp1a
ZDB-GENE-091204-64,vopp1b
ZDB-GENE-070117-41,vos
ZDB-GENE-010108-1,vox
ZDB-GENE-070117-2458,voy
ZDB-GENE-050731-5,vps11
ZDB-GENE-030926-1,vps13a
ZDB-GENE-091110-1,vps13b
ZDB-GENE-070426-4,vps13c
ZDB-GENE-050912-1,vps13d
ZDB-GENE-050809-9,vps16
ZDB-GENE-020419-33,vps18
ZDB-GENE-050506-30,vps25
ZDB-GENE-040426-1108,vps26a
ZDB-GENE-040426-2699,vps26b
ZDB-GENE-040718-112,vps26bl
ZDB-GENE-040801-6,vps26c
ZDB-GENE-040426-1527,vps28
ZDB-GENE-030131-8764,vps29
ZDB-GENE-040914-82,vps33a
ZDB-GENE-050327-73,vps33b
ZDB-GENE-030131-2042,vps35
ZDB-GENE-070521-7,vps35l
ZDB-GENE-030131-7753,vps36
ZDB-GENE-030131-8312,vps37a
ZDB-GENE-060526-254,vps37ba
ZDB-GENE-050913-110,vps37bb
ZDB-GENE-061110-126,vps37c
ZDB-GENE-060526-166,vps37d
ZDB-GENE-080530-2,vps39
ZDB-GENE-030131-6671,vps41
ZDB-GENE-060503-526,vps45
ZDB-GENE-060929-388,vps4a
ZDB-GENE-040426-1235,vps4b
ZDB-GENE-060503-325,vps50
ZDB-GENE-030131-6008,vps51
ZDB-GENE-010430-2,vps52
ZDB-GENE-041114-199,vps53
ZDB-GENE-081022-176,vps54
ZDB-GENE-060503-88,vps72a
ZDB-GENE-100922-13,vps72b
ZDB-GENE-060503-348,vps8
ZDB-GENE-050306-57,vps9d1
ZDB-GENE-040426-2709,vrk1
ZDB-GENEP-180820-1,vrk1p
ZDB-GENE-040426-1046,vrk2
ZDB-GENE-030131-246,vrk3
ZDB-GENE-060929-700,vrtn
ZDB-GENE-030131-7476,vsig10
ZDB-GENE-131127-231,vsig10l
ZDB-GENE-050417-338,vsig8a
ZDB-GENE-081104-51,vsig8b
ZDB-GENE-060929-716,vsir
ZDB-GENE-041001-211,vsnl1a
ZDB-GENE-080225-39,vsnl1b
ZDB-GENE-050306-31,vstm2a
ZDB-GENE-030131-8082,vstm2b
ZDB-GENE-040426-1548,vstm2l
ZDB-GENE-060810-69,vstm4a
ZDB-GENE-080303-17,vstm4b
ZDB-GENE-111222-1,vstm5
ZDB-GENE-990415-205,vsx1
ZDB-GENE-001222-1,vsx2
ZDB-GENE-040426-2154,vta1
ZDB-GENE-070912-388,vtcn1
ZDB-GENE-001201-1,vtg1
ZDB-GENE-030131-1298,vtg1l
ZDB-GENE-001201-2,vtg2
ZDB-GENE-991019-2,vtg3
ZDB-GENE-001201-3,vtg4
ZDB-GENE-001201-4,vtg5
ZDB-GENE-001201-5,vtg6
ZDB-GENE-001201-6,vtg7
ZDB-GENE-091106-1,vtg8
ZDB-GENE-050809-135,vti1a
ZDB-GENE-040426-1148,vti1b
ZDB-GENE-050522-440,vtna
ZDB-GENE-041116-1,vtnb
ZDB-GENE-030131-6732,vtnl
ZDB-GENE-150109-5,vtrna1
